Initial,Final,Cost Function,Algorithm,Objective Found,Path Cost,Generated Nodes,Visited Nodes,Randomization
"(7,22)","(1,9)",c1,DFS,True,4990,1352,644,True
"(7,22)","(1,9)",c1,BFS,True,190,1005,496,True
"(7,22)","(1,9)",c2,DFS,True,5770,1626,940,True
"(7,22)","(1,9)",c2,BFS,True,220,987,487,True
"(7,22)","(1,9)",c3,DFS,True,3892,1350,850,True
"(7,22)","(1,9)",c3,BFS,True,208,951,469,True
"(7,22)","(1,9)",c4,DFS,True,4492,1174,542,True
"(7,22)","(1,9)",c4,BFS,True,185,1005,496,True
"(7,22)","(1,9)",c1,DFS,True,3790,1102,554,True
"(7,22)","(1,9)",c1,BFS,True,190,951,469,True
"(7,22)","(1,9)",c2,DFS,True,2710,569,252,True
"(7,22)","(1,9)",c2,BFS,True,220,951,469,True
"(7,22)","(1,9)",c3,DFS,True,3244,848,421,True
"(7,22)","(1,9)",c3,BFS,True,202,987,487,True
"(7,22)","(1,9)",c4,DFS,True,4646,1302,663,True
"(7,22)","(1,9)",c4,BFS,True,182,1005,496,True
"(7,22)","(1,9)",c1,DFS,True,4790,1485,787,True
"(7,22)","(1,9)",c1,BFS,True,190,1002,495,True
"(7,22)","(1,9)",c2,DFS,True,1670,370,171,True
"(7,22)","(1,9)",c2,BFS,True,220,1005,496,True
"(7,22)","(1,9)",c3,DFS,True,5626,1585,894,True
"(7,22)","(1,9)",c3,BFS,True,203,951,469,True
"(7,22)","(1,9)",c4,DFS,True,1052,1847,1686,True
"(7,22)","(1,9)",c4,BFS,True,182,951,469,True
"(7,22)","(1,9)",c1,DFS,True,2070,1742,1449,True
"(7,22)","(1,9)",c1,BFS,True,190,951,469,True
"(7,22)","(1,9)",c2,DFS,True,960,184,79,True
"(7,22)","(1,9)",c2,BFS,True,220,951,469,True
"(7,22)","(1,9)",c3,DFS,True,5411,1762,1080,True
"(7,22)","(1,9)",c3,BFS,True,203,1005,496,True
"(7,22)","(1,9)",c4,DFS,True,2718,1831,1443,True
"(7,22)","(1,9)",c4,BFS,True,185,951,469,True
"(28,2)","(10,18)",c1,DFS,True,4440,1207,572,True
"(28,2)","(10,18)",c1,BFS,True,340,1363,690,True
"(28,2)","(10,18)",c2,DFS,True,4750,1056,508,True
"(28,2)","(10,18)",c2,BFS,True,430,1355,686,True
"(28,2)","(10,18)",c3,DFS,True,2707,1435,1095,True
"(28,2)","(10,18)",c3,BFS,True,384,1361,689,True
"(28,2)","(10,18)",c4,DFS,True,3744,1816,1281,True
"(28,2)","(10,18)",c4,BFS,True,333,1361,689,True
"(28,2)","(10,18)",c1,DFS,True,3720,1089,560,True
"(28,2)","(10,18)",c1,BFS,True,340,1355,686,True
"(28,2)","(10,18)",c2,DFS,True,5750,1317,674,True
"(28,2)","(10,18)",c2,BFS,True,430,1369,693,True
"(28,2)","(10,18)",c3,DFS,True,3058,1136,739,True
"(28,2)","(10,18)",c3,BFS,True,385,1361,689,True
"(28,2)","(10,18)",c4,DFS,True,4397,1275,659,True
"(28,2)","(10,18)",c4,BFS,True,321,1355,686,True
"(28,2)","(10,18)",c1,DFS,True,2220,1234,913,True
"(28,2)","(10,18)",c1,BFS,True,340,1357,687,True
"(28,2)","(10,18)",c2,DFS,True,1530,318,131,True
"(28,2)","(10,18)",c2,BFS,True,430,1369,693,True
"(28,2)","(10,18)",c3,DFS,True,2813,1145,756,True
"(28,2)","(10,18)",c3,BFS,True,380,1373,695,True
"(28,2)","(10,18)",c4,DFS,True,5236,1607,879,True
"(28,2)","(10,18)",c4,BFS,True,323,1357,687,True
"(28,2)","(10,18)",c1,DFS,True,1780,462,182,True
"(28,2)","(10,18)",c1,BFS,True,340,1365,691,True
"(28,2)","(10,18)",c2,DFS,True,2580,540,217,True
"(28,2)","(10,18)",c2,BFS,True,430,1357,687,True
"(28,2)","(10,18)",c3,DFS,True,4643,1381,793,True
"(28,2)","(10,18)",c3,BFS,True,388,1355,686,True
"(28,2)","(10,18)",c4,DFS,True,3422,994,515,True
"(28,2)","(10,18)",c4,BFS,True,340,1357,687,True
"(28,2)","(10,18)",c1,DFS,True,2560,727,353,True
"(28,2)","(10,18)",c1,BFS,True,340,1371,694,True
"(28,2)","(10,18)",c2,DFS,True,1480,345,165,True
"(28,2)","(10,18)",c2,BFS,True,430,1365,691,True
"(28,2)","(10,18)",c3,DFS,True,2563,693,355,True
"(28,2)","(10,18)",c3,BFS,True,381,1369,693,True
"(28,2)","(10,18)",c4,DFS,True,3131,1312,862,True
"(28,2)","(10,18)",c4,BFS,True,337,1378,698,True
"(28,2)","(10,18)",c1,DFS,True,3340,1653,1155,True
"(28,2)","(10,18)",c1,BFS,True,340,1361,689,True
"(28,2)","(10,18)",c2,DFS,True,1350,287,116,True
"(28,2)","(10,18)",c2,BFS,True,430,1361,689,True
"(28,2)","(10,18)",c3,DFS,True,3877,1005,479,True
"(28,2)","(10,18)",c3,BFS,True,388,1355,686,True
"(28,2)","(10,18)",c4,DFS,True,1298,1842,1635,True
"(28,2)","(10,18)",c4,BFS,True,317,1363,690,True
"(28,2)","(10,18)",c1,DFS,True,2620,1802,1429,True
"(28,2)","(10,18)",c1,BFS,True,340,1373,695,True
"(28,2)","(10,18)",c2,DFS,True,4520,1074,531,True
"(28,2)","(10,18)",c2,BFS,True,430,1363,690,True
"(28,2)","(10,18)",c3,DFS,True,2233,533,229,True
"(28,2)","(10,18)",c3,BFS,True,379,1357,687,True
"(28,2)","(10,18)",c4,DFS,True,2816,786,362,True
"(28,2)","(10,18)",c4,BFS,True,316,1363,690,True
"(28,2)","(10,18)",c1,DFS,True,3960,1799,1269,True
"(28,2)","(10,18)",c1,BFS,True,340,1365,691,True
"(28,2)","(10,18)",c2,DFS,True,1190,262,104,True
"(28,2)","(10,18)",c2,BFS,True,430,1357,687,True
"(28,2)","(10,18)",c3,DFS,True,3445,879,425,True
"(28,2)","(10,18)",c3,BFS,True,386,1369,693,True
"(28,2)","(10,18)",c4,DFS,True,3039,1694,1239,True
"(28,2)","(10,18)",c4,BFS,True,326,1369,693,True
"(28,2)","(10,18)",c1,DFS,True,3600,1664,1136,True
"(28,2)","(10,18)",c1,BFS,True,340,1369,693,True
"(28,2)","(10,18)",c2,DFS,True,3860,1761,1306,True
"(28,2)","(10,18)",c2,BFS,True,430,1357,687,True
"(28,2)","(10,18)",c3,DFS,True,2370,630,322,True
"(28,2)","(10,18)",c3,BFS,True,379,1367,692,True
"(28,2)","(10,18)",c4,DFS,True,4515,1699,1058,True
"(28,2)","(10,18)",c4,BFS,True,323,1363,690,True
"(28,2)","(10,18)",c1,DFS,True,2420,677,322,True
"(28,2)","(10,18)",c1,BFS,True,340,1361,689,True
"(28,2)","(10,18)",c2,DFS,True,4620,1132,602,True
"(28,2)","(10,18)",c2,BFS,True,430,1359,688,True
"(28,2)","(10,18)",c3,DFS,True,2905,940,536,True
"(28,2)","(10,18)",c3,BFS,True,381,1363,690,True
"(28,2)","(10,18)",c4,DFS,True,4734,1484,818,True
"(28,2)","(10,18)",c4,BFS,True,329,1371,694,True
"(16,24)","(3,7)",c1,DFS,True,1600,410,163,True
"(16,24)","(3,7)",c1,BFS,True,300,1679,851,True
"(16,24)","(3,7)",c2,DFS,True,3735,1639,1208,True
"(16,24)","(3,7)",c2,BFS,True,365,1687,855,True
"(16,24)","(3,7)",c3,DFS,True,5645,1576,886,True
"(16,24)","(3,7)",c3,BFS,True,329,1684,854,True
"(16,24)","(3,7)",c4,DFS,True,3655,900,384,True
"(16,24)","(3,7)",c4,BFS,True,284,1700,863,True
"(16,24)","(3,7)",c1,DFS,True,2060,1731,1428,True
"(16,24)","(3,7)",c1,BFS,True,300,1703,864,True
"(16,24)","(3,7)",c2,DFS,True,3085,1348,973,True
"(16,24)","(3,7)",c2,BFS,True,365,1700,863,True
"(16,24)","(3,7)",c3,DFS,True,5444,1695,1040,True
"(16,24)","(3,7)",c3,BFS,True,331,1700,863,True
"(16,24)","(3,7)",c4,DFS,True,2336,624,275,True
"(16,24)","(3,7)",c4,BFS,True,291,1699,862,True
"(16,24)","(3,7)",c1,DFS,True,4200,1326,722,True
"(16,24)","(3,7)",c1,BFS,True,300,1683,853,True
"(16,24)","(3,7)",c2,DFS,True,4545,1014,473,True
"(16,24)","(3,7)",c2,BFS,True,365,1684,854,True
"(16,24)","(3,7)",c3,DFS,True,4749,1724,1121,True
"(16,24)","(3,7)",c3,BFS,True,328,1679,851,True
"(16,24)","(3,7)",c4,DFS,True,4206,1153,524,True
"(16,24)","(3,7)",c4,BFS,True,297,1695,860,True
"(16,24)","(3,7)",c1,DFS,True,5300,1391,674,True
"(16,24)","(3,7)",c1,BFS,True,300,1700,863,True
"(16,24)","(3,7)",c2,DFS,True,5925,1326,670,True
"(16,24)","(3,7)",c2,BFS,True,365,1681,852,True
"(16,24)","(3,7)",c3,DFS,True,4705,1568,954,True
"(16,24)","(3,7)",c3,BFS,True,327,1691,857,True
"(16,24)","(3,7)",c4,DFS,True,1668,637,388,True
"(16,24)","(3,7)",c4,BFS,True,271,1700,863,True
"(16,24)","(3,7)",c1,DFS,True,2380,764,402,True
"(16,24)","(3,7)",c1,BFS,True,300,1679,851,True
"(16,24)","(3,7)",c2,DFS,True,1955,440,207,True
"(16,24)","(3,7)",c2,BFS,True,365,1684,854,True
"(16,24)","(3,7)",c3,DFS,True,3135,893,474,True
"(16,24)","(3,7)",c3,BFS,True,328,1697,861,True
"(16,24)","(3,7)",c4,DFS,True,4189,1587,997,True
"(16,24)","(3,7)",c4,BFS,True,284,1684,854,True
"(16,24)","(3,7)",c1,DFS,True,3800,1492,950,True
"(16,24)","(3,7)",c1,BFS,True,300,1697,861,True
"(16,24)","(3,7)",c2,DFS,True,1745,369,172,True
"(16,24)","(3,7)",c2,BFS,True,365,1707,866,True
"(16,24)","(3,7)",c3,DFS,True,3209,817,399,True
"(16,24)","(3,7)",c3,BFS,True,333,1700,863,True
"(16,24)","(3,7)",c4,DFS,True,4586,1278,596,True
"(16,24)","(3,7)",c4,BFS,True,304,1679,851,True
"(16,24)","(3,7)",c1,DFS,True,4100,1202,610,True
"(16,24)","(3,7)",c1,BFS,True,300,1679,851,True
"(16,24)","(3,7)",c2,DFS,True,2965,654,311,True
"(16,24)","(3,7)",c2,BFS,True,365,1685,854,True
"(16,24)","(3,7)",c3,DFS,True,4231,1076,503,True
"(16,24)","(3,7)",c3,BFS,True,331,1700,863,True
"(16,24)","(3,7)",c4,DFS,True,3874,1422,840,True
"(16,24)","(3,7)",c4,BFS,True,297,1681,852,True
"(16,24)","(3,7)",c1,DFS,True,3680,1069,523,True
"(16,24)","(3,7)",c1,BFS,True,300,1684,854,True
"(16,24)","(3,7)",c2,DFS,True,4765,1014,451,True
"(16,24)","(3,7)",c2,BFS,True,365,1700,863,True
"(16,24)","(3,7)",c3,DFS,True,2520,1784,1448,True
"(16,24)","(3,7)",c3,BFS,True,332,1683,853,True
"(16,24)","(3,7)",c4,DFS,True,2619,665,281,True
"(16,24)","(3,7)",c4,BFS,True,305,1687,855,True
"(16,24)","(3,7)",c1,DFS,True,3340,1194,683,True
"(16,24)","(3,7)",c1,BFS,True,300,1691,857,True
"(16,24)","(3,7)",c2,DFS,True,1895,405,168,True
"(16,24)","(3,7)",c2,BFS,True,365,1684,854,True
"(16,24)","(3,7)",c3,DFS,True,3675,1745,1307,True
"(16,24)","(3,7)",c3,BFS,True,323,1683,853,True
"(16,24)","(3,7)",c4,DFS,True,1244,338,143,True
"(16,24)","(3,7)",c4,BFS,True,294,1684,854,True
"(16,24)","(3,7)",c1,DFS,True,2280,1782,1443,True
"(16,24)","(3,7)",c1,BFS,True,300,1701,863,True
"(16,24)","(3,7)",c2,DFS,True,3765,1433,979,True
"(16,24)","(3,7)",c2,BFS,True,365,1700,863,True
"(16,24)","(3,7)",c3,DFS,True,2979,865,464,True
"(16,24)","(3,7)",c3,BFS,True,333,1681,852,True
"(16,24)","(3,7)",c4,DFS,True,3083,1307,862,True
"(16,24)","(3,7)",c4,BFS,True,293,1684,854,True
"(15,2)","(15,17)",c1,DFS,True,3050,956,506,True
"(15,2)","(15,17)",c1,BFS,True,150,642,312,True
"(15,2)","(15,17)",c2,DFS,True,4860,1637,1080,True
"(15,2)","(15,17)",c2,BFS,True,150,642,312,True
"(15,2)","(15,17)",c3,DFS,True,3094,1786,1371,True
"(15,2)","(15,17)",c3,BFS,True,150,638,310,True
"(15,2)","(15,17)",c4,DFS,True,1090,273,113,True
"(15,2)","(15,17)",c4,BFS,True,150,626,303,True
"(15,2)","(15,17)",c1,DFS,True,2670,1094,666,True
"(15,2)","(15,17)",c1,BFS,True,150,640,311,True
"(15,2)","(15,17)",c2,DFS,True,1810,354,154,True
"(15,2)","(15,17)",c2,BFS,True,150,636,309,True
"(15,2)","(15,17)",c3,DFS,True,5664,1726,1019,True
"(15,2)","(15,17)",c3,BFS,True,150,642,312,True
"(15,2)","(15,17)",c4,DFS,True,2291,595,258,True
"(15,2)","(15,17)",c4,BFS,True,150,630,305,True
"(15,2)","(15,17)",c1,DFS,True,2270,1833,1486,True
"(15,2)","(15,17)",c1,BFS,True,150,630,305,True
"(15,2)","(15,17)",c2,DFS,True,930,206,85,True
"(15,2)","(15,17)",c2,BFS,True,150,640,311,True
"(15,2)","(15,17)",c3,DFS,True,4299,1713,1191,True
"(15,2)","(15,17)",c3,BFS,True,150,637,309,True
"(15,2)","(15,17)",c4,DFS,True,2515,867,503,True
"(15,2)","(15,17)",c4,BFS,True,150,637,309,True
"(15,2)","(15,17)",c1,DFS,True,3570,969,449,True
"(15,2)","(15,17)",c1,BFS,True,150,638,310,True
"(15,2)","(15,17)",c2,DFS,True,2270,524,260,True
"(15,2)","(15,17)",c2,BFS,True,150,642,312,True
"(15,2)","(15,17)",c3,DFS,True,4962,1390,748,True
"(15,2)","(15,17)",c3,BFS,True,150,620,300,True
"(15,2)","(15,17)",c4,DFS,True,4126,1559,962,True
"(15,2)","(15,17)",c4,BFS,True,150,632,306,True
"(15,2)","(15,17)",c1,DFS,True,3230,1357,863,True
"(15,2)","(15,17)",c1,BFS,True,150,642,312,True
"(15,2)","(15,17)",c2,DFS,True,2380,511,209,True
"(15,2)","(15,17)",c2,BFS,True,150,640,311,True
"(15,2)","(15,17)",c3,DFS,True,4661,1257,673,True
"(15,2)","(15,17)",c3,BFS,True,150,628,304,True
"(15,2)","(15,17)",c4,DFS,True,3346,1010,530,True
"(15,2)","(15,17)",c4,BFS,True,150,635,308,True
"(15,2)","(15,17)",c1,DFS,True,3270,1275,768,True
"(15,2)","(15,17)",c1,BFS,True,150,632,306,True
"(15,2)","(15,17)",c2,DFS,True,2410,1807,1529,True
"(15,2)","(15,17)",c2,BFS,True,150,642,312,True
"(15,2)","(15,17)",c3,DFS,True,1181,290,113,True
"(15,2)","(15,17)",c3,BFS,True,150,624,302,True
"(15,2)","(15,17)",c4,DFS,True,2793,799,397,True
"(15,2)","(15,17)",c4,BFS,True,150,624,302,True
"(15,2)","(15,17)",c1,DFS,True,2030,522,227,True
"(15,2)","(15,17)",c1,BFS,True,150,642,312,True
"(15,2)","(15,17)",c2,DFS,True,5500,1566,956,True
"(15,2)","(15,17)",c2,BFS,True,150,638,310,True
"(15,2)","(15,17)",c3,DFS,True,2699,632,266,True
"(15,2)","(15,17)",c3,BFS,True,150,642,312,True
"(15,2)","(15,17)",c4,DFS,True,1958,552,256,True
"(15,2)","(15,17)",c4,BFS,True,150,635,308,True
"(15,2)","(15,17)",c1,DFS,True,2950,1593,1149,True
"(15,2)","(15,17)",c1,BFS,True,150,637,309,True
"(15,2)","(15,17)",c2,DFS,True,4510,1295,770,True
"(15,2)","(15,17)",c2,BFS,True,150,642,312,True
"(15,2)","(15,17)",c3,DFS,True,4002,1133,630,True
"(15,2)","(15,17)",c3,BFS,True,150,637,309,True
"(15,2)","(15,17)",c4,DFS,True,2351,1834,1486,True
"(15,2)","(15,17)",c4,BFS,True,150,642,312,True
"(15,2)","(15,17)",c1,DFS,True,950,241,97,True
"(15,2)","(15,17)",c1,BFS,True,150,635,308,True
"(15,2)","(15,17)",c2,DFS,True,1760,366,144,True
"(15,2)","(15,17)",c2,BFS,True,150,642,312,True
"(15,2)","(15,17)",c3,DFS,True,1828,457,199,True
"(15,2)","(15,17)",c3,BFS,True,150,632,306,True
"(15,2)","(15,17)",c4,DFS,True,3776,1024,503,True
"(15,2)","(15,17)",c4,BFS,True,150,624,302,True
"(15,2)","(15,17)",c1,DFS,True,2650,1844,1464,True
"(15,2)","(15,17)",c1,BFS,True,150,642,312,True
"(15,2)","(15,17)",c2,DFS,True,4720,1069,523,True
"(15,2)","(15,17)",c2,BFS,True,150,642,312,True
"(15,2)","(15,17)",c3,DFS,True,1377,465,277,True
"(15,2)","(15,17)",c3,BFS,True,150,642,312,True
"(15,2)","(15,17)",c4,DFS,True,3366,882,395,True
"(15,2)","(15,17)",c4,BFS,True,150,630,305,True
"(27,7)","(9,26)",c1,DFS,True,3850,1598,1036,True
"(27,7)","(9,26)",c1,BFS,True,370,1679,857,True
"(27,7)","(9,26)",c2,DFS,True,3160,703,345,True
"(27,7)","(9,26)",c2,BFS,True,460,1685,860,True
"(27,7)","(9,26)",c3,DFS,True,4781,1421,794,True
"(27,7)","(9,26)",c3,BFS,True,415,1691,863,True
"(27,7)","(9,26)",c4,DFS,True,2514,1648,1311,True
"(27,7)","(9,26)",c4,BFS,True,363,1681,858,True
"(27,7)","(9,26)",c1,DFS,True,4050,1030,467,True
"(27,7)","(9,26)",c1,BFS,True,370,1691,863,True
"(27,7)","(9,26)",c2,DFS,True,2080,447,200,True
"(27,7)","(9,26)",c2,BFS,True,460,1695,865,True
"(27,7)","(9,26)",c3,DFS,True,3564,1831,1385,True
"(27,7)","(9,26)",c3,BFS,True,408,1681,858,True
"(27,7)","(9,26)",c4,DFS,True,3740,1477,908,True
"(27,7)","(9,26)",c4,BFS,True,360,1685,860,True
"(27,7)","(9,26)",c1,DFS,True,3730,1771,1240,True
"(27,7)","(9,26)",c1,BFS,True,370,1681,858,True
"(27,7)","(9,26)",c2,DFS,True,3830,876,424,True
"(27,7)","(9,26)",c2,BFS,True,460,1686,861,True
"(27,7)","(9,26)",c3,DFS,True,3915,1008,495,True
"(27,7)","(9,26)",c3,BFS,True,403,1686,861,True
"(27,7)","(9,26)",c4,DFS,True,3791,1634,1065,True
"(27,7)","(9,26)",c4,BFS,True,373,1681,858,True
"(27,7)","(9,26)",c1,DFS,True,3770,1466,929,True
"(27,7)","(9,26)",c1,BFS,True,370,1689,862,True
"(27,7)","(9,26)",c2,DFS,True,5380,1721,1121,True
"(27,7)","(9,26)",c2,BFS,True,460,1681,858,True
"(27,7)","(9,26)",c3,DFS,True,3285,1733,1340,True
"(27,7)","(9,26)",c3,BFS,True,413,1687,861,True
"(27,7)","(9,26)",c4,DFS,True,2863,729,330,True
"(27,7)","(9,26)",c4,BFS,True,358,1687,861,True
"(27,7)","(9,26)",c1,DFS,True,2050,499,214,True
"(27,7)","(9,26)",c1,BFS,True,370,1685,860,True
"(27,7)","(9,26)",c2,DFS,True,3460,1608,1218,True
"(27,7)","(9,26)",c2,BFS,True,460,1693,864,True
"(27,7)","(9,26)",c3,DFS,True,3279,892,441,True
"(27,7)","(9,26)",c3,BFS,True,411,1683,859,True
"(27,7)","(9,26)",c4,DFS,True,767,219,82,True
"(27,7)","(9,26)",c4,BFS,True,356,1686,861,True
"(27,7)","(9,26)",c1,DFS,True,2670,655,279,True
"(27,7)","(9,26)",c1,BFS,True,370,1695,865,True
"(27,7)","(9,26)",c2,DFS,True,5760,1683,1044,True
"(27,7)","(9,26)",c2,BFS,True,460,1686,861,True
"(27,7)","(9,26)",c3,DFS,True,2417,1016,691,True
"(27,7)","(9,26)",c3,BFS,True,415,1683,859,True
"(27,7)","(9,26)",c4,DFS,True,3892,1806,1276,True
"(27,7)","(9,26)",c4,BFS,True,370,1696,866,True
"(27,7)","(9,26)",c1,DFS,True,5190,1460,736,True
"(27,7)","(9,26)",c1,BFS,True,370,1693,864,True
"(27,7)","(9,26)",c2,DFS,True,4190,1633,1133,True
"(27,7)","(9,26)",c2,BFS,True,460,1687,861,True
"(27,7)","(9,26)",c3,DFS,True,5240,1324,713,True
"(27,7)","(9,26)",c3,BFS,True,406,1686,861,True
"(27,7)","(9,26)",c4,DFS,True,2490,1308,934,True
"(27,7)","(9,26)",c4,BFS,True,370,1681,858,True
"(27,7)","(9,26)",c1,DFS,True,2710,690,279,True
"(27,7)","(9,26)",c1,BFS,True,370,1686,861,True
"(27,7)","(9,26)",c2,DFS,True,5450,1464,830,True
"(27,7)","(9,26)",c2,BFS,True,460,1679,857,True
"(27,7)","(9,26)",c3,DFS,True,3607,1322,837,True
"(27,7)","(9,26)",c3,BFS,True,406,1693,864,True
"(27,7)","(9,26)",c4,DFS,True,3917,1677,1106,True
"(27,7)","(9,26)",c4,BFS,True,367,1693,864,True
"(27,7)","(9,26)",c1,DFS,True,4510,1498,835,True
"(27,7)","(9,26)",c1,BFS,True,370,1686,861,True
"(27,7)","(9,26)",c2,DFS,True,2910,847,484,True
"(27,7)","(9,26)",c2,BFS,True,460,1687,861,True
"(27,7)","(9,26)",c3,DFS,True,4485,1080,499,True
"(27,7)","(9,26)",c3,BFS,True,417,1686,861,True
"(27,7)","(9,26)",c4,DFS,True,3052,861,392,True
"(27,7)","(9,26)",c4,BFS,True,363,1685,860,True
"(27,7)","(9,26)",c1,DFS,True,1990,540,245,True
"(27,7)","(9,26)",c1,BFS,True,370,1687,861,True
"(27,7)","(9,26)",c2,DFS,True,5310,1257,657,True
"(27,7)","(9,26)",c2,BFS,True,460,1687,861,True
"(27,7)","(9,26)",c3,DFS,True,1719,400,152,True
"(27,7)","(9,26)",c3,BFS,True,408,1695,865,True
"(27,7)","(9,26)",c4,DFS,True,4126,1717,1128,True
"(27,7)","(9,26)",c4,BFS,True,360,1685,860,True
"(7,5)","(21,3)",c1,DFS,True,560,135,58,True
"(7,5)","(21,3)",c1,BFS,True,160,704,347,True
"(7,5)","(21,3)",c2,DFS,True,3560,736,331,True
"(7,5)","(21,3)",c2,BFS,True,230,671,331,True
"(7,5)","(21,3)",c3,DFS,True,1894,1833,1613,True
"(7,5)","(21,3)",c3,BFS,True,191,658,324,True
"(7,5)","(21,3)",c4,DFS,True,2386,657,328,True
"(7,5)","(21,3)",c4,BFS,True,141,658,324,True
"(7,5)","(21,3)",c1,DFS,True,480,1852,1774,True
"(7,5)","(21,3)",c1,BFS,True,160,704,347,True
"(7,5)","(21,3)",c2,DFS,True,3100,942,542,True
"(7,5)","(21,3)",c2,BFS,True,230,704,347,True
"(7,5)","(21,3)",c3,DFS,True,6372,1674,879,True
"(7,5)","(21,3)",c3,BFS,True,191,658,324,True
"(7,5)","(21,3)",c4,DFS,True,1538,489,242,True
"(7,5)","(21,3)",c4,BFS,True,146,704,347,True
"(7,5)","(21,3)",c1,DFS,True,4520,1322,700,True
"(7,5)","(21,3)",c1,BFS,True,160,704,347,True
"(7,5)","(21,3)",c2,DFS,True,1200,237,106,True
"(7,5)","(21,3)",c2,BFS,True,230,658,324,True
"(7,5)","(21,3)",c3,DFS,True,1442,331,158,True
"(7,5)","(21,3)",c3,BFS,True,194,658,324,True
"(7,5)","(21,3)",c4,DFS,True,1627,414,166,True
"(7,5)","(21,3)",c4,BFS,True,143,704,347,True
"(7,5)","(21,3)",c1,DFS,True,1200,1845,1679,True
"(7,5)","(21,3)",c1,BFS,True,160,704,347,True
"(7,5)","(21,3)",c2,DFS,True,1640,401,223,True
"(7,5)","(21,3)",c2,BFS,True,230,704,347,True
"(7,5)","(21,3)",c3,DFS,True,2908,906,508,True
"(7,5)","(21,3)",c3,BFS,True,193,658,324,True
"(7,5)","(21,3)",c4,DFS,True,4786,1692,1025,True
"(7,5)","(21,3)",c4,BFS,True,139,704,347,True
"(7,5)","(21,3)",c1,DFS,True,1180,298,129,True
"(7,5)","(21,3)",c1,BFS,True,160,658,324,True
"(7,5)","(21,3)",c2,DFS,True,5340,1337,718,True
"(7,5)","(21,3)",c2,BFS,True,230,658,324,True
"(7,5)","(21,3)",c3,DFS,True,1045,241,101,True
"(7,5)","(21,3)",c3,BFS,True,193,658,324,True
"(7,5)","(21,3)",c4,DFS,True,3043,1758,1333,True
"(7,5)","(21,3)",c4,BFS,True,141,688,339,True
"(7,5)","(21,3)",c1,DFS,True,1300,326,147,True
"(7,5)","(21,3)",c1,BFS,True,160,704,347,True
"(7,5)","(21,3)",c2,DFS,True,5910,1371,699,True
"(7,5)","(21,3)",c2,BFS,True,230,704,347,True
"(7,5)","(21,3)",c3,DFS,True,2103,533,270,True
"(7,5)","(21,3)",c3,BFS,True,194,658,324,True
"(7,5)","(21,3)",c4,DFS,True,1883,504,218,True
"(7,5)","(21,3)",c4,BFS,True,139,658,324,True
"(7,5)","(21,3)",c1,DFS,True,1800,728,457,True
"(7,5)","(21,3)",c1,BFS,True,160,671,331,True
"(7,5)","(21,3)",c2,DFS,True,4690,1419,879,True
"(7,5)","(21,3)",c2,BFS,True,230,658,324,True
"(7,5)","(21,3)",c3,DFS,True,2855,625,287,True
"(7,5)","(21,3)",c3,BFS,True,191,658,324,True
"(7,5)","(21,3)",c4,DFS,True,4231,1483,853,True
"(7,5)","(21,3)",c4,BFS,True,139,671,331,True
"(7,5)","(21,3)",c1,DFS,True,380,97,42,True
"(7,5)","(21,3)",c1,BFS,True,160,658,324,True
"(7,5)","(21,3)",c2,DFS,True,4210,1817,1357,True
"(7,5)","(21,3)",c2,BFS,True,230,658,324,True
"(7,5)","(21,3)",c3,DFS,True,822,190,78,True
"(7,5)","(21,3)",c3,BFS,True,194,704,347,True
"(7,5)","(21,3)",c4,DFS,True,3269,1210,718,True
"(7,5)","(21,3)",c4,BFS,True,141,658,324,True
"(7,5)","(21,3)",c1,DFS,True,1140,304,120,True
"(7,5)","(21,3)",c1,BFS,True,160,686,338,True
"(7,5)","(21,3)",c2,DFS,True,3970,960,506,True
"(7,5)","(21,3)",c2,BFS,True,230,704,347,True
"(7,5)","(21,3)",c3,DFS,True,3140,778,381,True
"(7,5)","(21,3)",c3,BFS,True,191,658,324,True
"(7,5)","(21,3)",c4,DFS,True,4650,1409,770,True
"(7,5)","(21,3)",c4,BFS,True,147,688,339,True
"(7,5)","(21,3)",c1,DFS,True,5020,1262,569,True
"(7,5)","(21,3)",c1,BFS,True,160,658,324,True
"(7,5)","(21,3)",c2,DFS,True,1500,318,128,True
"(7,5)","(21,3)",c2,BFS,True,230,658,324,True
"(7,5)","(21,3)",c3,DFS,True,4135,1650,1121,True
"(7,5)","(21,3)",c3,BFS,True,191,658,324,True
"(7,5)","(21,3)",c4,DFS,True,3220,976,475,True
"(7,5)","(21,3)",c4,BFS,True,144,686,338,True
"(16,11)","(22,5)",c1,DFS,True,3460,1634,1118,True
"(16,11)","(22,5)",c1,BFS,True,120,576,266,True
"(16,11)","(22,5)",c2,DFS,True,5450,1153,507,True
"(16,11)","(22,5)",c2,BFS,True,150,655,305,True
"(16,11)","(22,5)",c3,DFS,True,4594,1141,563,True
"(16,11)","(22,5)",c3,BFS,True,133,650,303,True
"(16,11)","(22,5)",c4,DFS,True,3048,1747,1311,True
"(16,11)","(22,5)",c4,BFS,True,113,649,302,True
"(16,11)","(22,5)",c1,DFS,True,840,210,88,True
"(16,11)","(22,5)",c1,BFS,True,120,623,289,True
"(16,11)","(22,5)",c2,DFS,True,5990,1697,1024,True
"(16,11)","(22,5)",c2,BFS,True,150,601,279,True
"(16,11)","(22,5)",c3,DFS,True,1159,264,106,True
"(16,11)","(22,5)",c3,BFS,True,135,648,302,True
"(16,11)","(22,5)",c4,DFS,True,931,242,109,True
